sentences,article,N_sentence,is_propaganda,affin_score
"He gets to play matching games about Bible stories and listen to classic tales.
",111111132,5,non-propaganda,0.0
"Noah and the Ark is a favorite.
",111111132,6,non-propaganda,2.0
"Adam and Eve and the garden of Eden, of course.
",111111132,7,non-propaganda,0.0
"And the story about how their son Cain killed his brother, Abel.
",111111132,8,non-propaganda,-3.0
"“That one was a little bit of a surprise,” Trenton said as he sat with his parents, Brett and Courtney Tolliver, one day this month watching his little sister’s soccer practice on a lush field in this small town in the mountains of southern West Virginia.
",111111132,10,non-propaganda,0.0
"This spring, Bible classes such as Trenton’s are on the minds of many here in Mercer County.
",111111132,12,non-propaganda,0.0
"For decades, the county’s public schools have offered a weekly Bible class during the school day — 30 minutes at the elementary level and 45 minutes in middle school.
",111111132,13,non-propaganda,0.0
"Bible classes on school time are a rarity in public education, but here they are a long-standing tradition.
",111111132,14,non-propaganda,0.0
"The program is not mandatory, but almost every child in the district attends.
",111111132,15,non-propaganda,-1.0
"And there is widespread support for the classes: Parents and community members help raise nearly $500,000 a year to pay for the Bible in the Schools program.
",111111132,16,non-propaganda,3.0
"Now Bible in the Schools is facing a stiff legal challenge.
",111111132,17,non-propaganda,0.0
"Two county residents with school-age children argue in a lawsuit that the program violates the establishment clause of the First Amendment and the West Virginia constitution.
",111111132,18,non-propaganda,-4.0
"Filed in January and amended last month by the Freedom From Religion Foundation, the suit charges that the Bible class “advances and endorses one religion, improperly entangles public schools in religious affairs, and violates the personal consciences of nonreligious and non-Christian parents and students.”
",111111132,19,non-propaganda,-2.0
"Supporters are adamant that the weekly class is an elective meant to explore the history and literature of the Bible, not to promote religious belief.
",111111132,21,non-propaganda,2.0
"“My experience with it has been very positive.
",111111132,22,non-propaganda,2.0
"I’ve never known of anyone who has been pressured or felt ostracized,” said the Rev.
",111111132,23,non-propaganda,-4.0
"David W. Dockery, senior pastor at First Baptist Church of Princeton.
",111111132,24,non-propaganda,0.0
"“Any time God’s word can be proclaimed is beneficial and is a good thing.”
",111111132,25,propaganda,4.0
"Trenton’s parents also find it hard to see why there would be objections.
",111111132,27,non-propaganda,-1.0
"“I think it’s a great program mainly because it’s the only chance for some of these kids to even see the Bible,” said Brett Tolliver, 27.
",111111132,29,non-propaganda,5.0
"“More importantly, I don’t know who it harms.
",111111132,30,non-propaganda,-2.0
"The kids aren’t forced to be there.”
",111111132,31,non-propaganda,-1.0
"Courtney Tolliver, 26, a teacher in the district, agrees.
",111111132,33,non-propaganda,1.0
"“It’s not teaching religion, but it teaches character and respect and how important it is to tell the truth,” she said.
",111111132,35,non-propaganda,4.0
"“The kids love it and the ones who don’t participate aren’t made to feel left out.”
",111111132,36,non-propaganda,3.0
"But the plaintiffs in the suit and their backers argue that the program’s popularity shouldn’t matter in the face of Supreme Court rulings such as McCollum v. Board of Education in 1948 that have banned public schools from initiating or sponsoring religious activity.
",111111132,38,non-propaganda,6.0
"The suit alleges that the lessons in the Mercer schools are similar to what a child would hear in Sunday school and that they advocate the Ten Commandments and treat stories in the Bible as historical fact.
",111111132,39,non-propaganda,0.0
"The suit quotes from one lesson: “If all of the Israelites had chosen to follow the Ten Commandments, think of how safe and happy they would have been.” Another lesson asks students to imagine that humans and dinosaurs existed at the same time.
",111111132,40,non-propaganda,4.0
"It says: “So picture Adam being able to crawl up on the back of a dinosaur!
",111111132,41,non-propaganda,0.0
"He and Eve could have their own personal water slide!
",111111132,42,non-propaganda,0.0
"Wouldn’t that be so wild!”
",111111132,43,non-propaganda,0.0
"The district declined a request to observe one of the classes.
",111111132,45,non-propaganda,0.0
"Elizabeth Deal, who describes herself as agnostic, is one of the plaintiffs in the case.
",111111132,46,non-propaganda,0.0
"Her daughter attended elementary school in nearby Bluefield, but Deal kept her out of the Bible class.
",111111132,47,non-propaganda,0.0
"Even though the class was optional, Deal said there weren’t any alternative lessons or activities for those who opted out.
",111111132,48,non-propaganda,0.0
"Her daughter was told to sit in the computer lab for that half-hour and read a book.
",111111132,49,non-propaganda,0.0
"Bypassing the class left her vulnerable to bullying.
",111111132,50,propaganda,-4.0
"Deal said other students told her daughter that she was going to hell.
",111111132,51,propaganda,-4.0
"One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this.
",111111132,52,propaganda,2.0
"You need to be reading the Bible.”
",111111132,53,propaganda,0.0
"Eventually Deal moved her daughter to a public school a few miles away in Virginia where there is no Bible class.
",111111132,55,non-propaganda,-1.0
"She pays an out-of-state fee of several hundred dollars, but she no longer worries about her child being taunted.
",111111132,56,non-propaganda,-4.0
"Deal said she joined the suit because she believes strongly in the separation of church and state.
",111111132,58,propaganda,0.0
"“When something is wrong,” she said, “you have to stand up against it.”
",111111132,59,non-propaganda,-2.0
"God is a big deal in Mercer County, home to about 125 churches that dominate the main streets of its biggest towns, Princeton (population 6,400) and Bluefield (10,400), and smaller burgs such as Athens (1,000), Bramwell (360) and Oakvale (120).
",111111132,60,non-propaganda,2.0
"A lot of the good jobs in the county have left — 22 percent of its 61,000 residents live below the poverty level — but the churches have stayed.
",111111132,61,non-propaganda,2.0
"You can find the Church of God here.
",111111132,62,non-propaganda,1.0
